review_priority,image_id,source_relative_path,label_relative_path,target_box_count,native_box_count,remapped_box_count,other_box_count,minimum_target_confidence,maximum_target_confidence,flags
P0,p57_train_226_e7425ac570ae,train_images/57.Myzus persicae Sulzer/226.jpg,labels/p57_train_226_e7425ac570ae.txt,0,0,0,0,,,no_target_box
P0,p57_train_227_1cde222e4dec,train_images/57.Myzus persicae Sulzer/227.jpg,labels/p57_train_227_1cde222e4dec.txt,0,0,0,0,,,no_target_box
P0,p57_train_228_16d1dfc6e3d4,train_images/57.Myzus persicae Sulzer/228.jpg,labels/p57_train_228_16d1dfc6e3d4.txt,0,0,0,0,,,no_target_box
P0,p57_train_229_d519127f9615,train_images/57.Myzus persicae Sulzer/229.jpg,labels/p57_train_229_d519127f9615.txt,0,0,0,0,,,no_target_box
P0,p57_train_230_d4c4dd444e13,train_images/57.Myzus persicae Sulzer/230.jpg,labels/p57_train_230_d4c4dd444e13.txt,0,0,0,0,,,no_target_box
P0,p57_train_233_de5003f343be,train_images/57.Myzus persicae Sulzer/233.jpg,labels/p57_train_233_de5003f343be.txt,0,0,0,0,,,no_target_box
P0,p57_train_250_d24760f35a98,train_images/57.Myzus persicae Sulzer/250.jpg,labels/p57_train_250_d24760f35a98.txt,0,0,0,0,,,no_target_box
P0,p57_train_251_baa60500bdfc,train_images/57.Myzus persicae Sulzer/251.jpg,labels/p57_train_251_baa60500bdfc.txt,0,0,0,0,,,no_target_box
P0,p57_train_252_1c70878dd005,train_images/57.Myzus persicae Sulzer/252.jpg,labels/p57_train_252_1c70878dd005.txt,0,0,0,0,,,no_target_box
P0,p57_train_254_7289cc18081b,train_images/57.Myzus persicae Sulzer/254.jpg,labels/p57_train_254_7289cc18081b.txt,0,0,0,0,,,no_target_box
P0,p58_train_000_32fd46fc0112,train_images/58.Aphis gossypii Glover/000.jpg,labels/p58_train_000_32fd46fc0112.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_004_63eb849f7a93,train_images/58.Aphis gossypii Glover/004.jpg,labels/p58_train_004_63eb849f7a93.txt,0,0,0,0,,,no_target_box
P0,p58_train_014_e03f3fd67ea5,train_images/58.Aphis gossypii Glover/014.jpg,labels/p58_train_014_e03f3fd67ea5.txt,0,0,0,0,,,no_target_box
P0,p58_train_015_80583b6910a1,train_images/58.Aphis gossypii Glover/015.jpg,labels/p58_train_015_80583b6910a1.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_016_497ceba7571f,train_images/58.Aphis gossypii Glover/016.jpg,labels/p58_train_016_497ceba7571f.txt,0,0,0,2,,,no_target_box|other_class_prediction
P0,p58_train_018_18bc06363ada,train_images/58.Aphis gossypii Glover/018.jpg,labels/p58_train_018_18bc06363ada.txt,0,0,0,3,,,no_target_box|other_class_prediction
P0,p58_train_029_49b596d27556,train_images/58.Aphis gossypii Glover/029.jpg,labels/p58_train_029_49b596d27556.txt,0,0,0,0,,,no_target_box
P0,p58_train_030_9274d7cbd4e4,train_images/58.Aphis gossypii Glover/030.jpg,labels/p58_train_030_9274d7cbd4e4.txt,0,0,0,0,,,no_target_box
P0,p58_train_031_e1a91bbab51a,train_images/58.Aphis gossypii Glover/031.jpg,labels/p58_train_031_e1a91bbab51a.txt,0,0,0,0,,,no_target_box
P0,p58_train_032_eb92ce849c06,train_images/58.Aphis gossypii Glover/032.jpg,labels/p58_train_032_eb92ce849c06.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_034_b3f398a4997e,train_images/58.Aphis gossypii Glover/034.jpg,labels/p58_train_034_b3f398a4997e.txt,0,0,0,0,,,no_target_box
P0,p58_train_035_fccc250de311,train_images/58.Aphis gossypii Glover/035.jpg,labels/p58_train_035_fccc250de311.txt,0,0,0,0,,,no_target_box
P0,p58_train_036_d6160bafe6ed,train_images/58.Aphis gossypii Glover/036.jpg,labels/p58_train_036_d6160bafe6ed.txt,0,0,0,0,,,no_target_box
P0,p58_train_037_8d60de79acd6,train_images/58.Aphis gossypii Glover/037.jpg,labels/p58_train_037_8d60de79acd6.txt,0,0,0,0,,,no_target_box
P0,p58_train_038_4de9651f2f93,train_images/58.Aphis gossypii Glover/038.jpg,labels/p58_train_038_4de9651f2f93.txt,0,0,0,0,,,no_target_box
P0,p58_train_039_1ec9acb0a260,train_images/58.Aphis gossypii Glover/039.jpg,labels/p58_train_039_1ec9acb0a260.txt,0,0,0,0,,,no_target_box
P0,p58_train_040_cd3c5a4eb0ad,train_images/58.Aphis gossypii Glover/040.jpg,labels/p58_train_040_cd3c5a4eb0ad.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_041_947477647c71,train_images/58.Aphis gossypii Glover/041.jpg,labels/p58_train_041_947477647c71.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_042_f94aaee1fe9c,train_images/58.Aphis gossypii Glover/042.jpg,labels/p58_train_042_f94aaee1fe9c.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_044_7747ead87e2c,train_images/58.Aphis gossypii Glover/044.jpg,labels/p58_train_044_7747ead87e2c.txt,0,0,0,0,,,no_target_box
P0,p58_train_046_4b7c1c1eb352,train_images/58.Aphis gossypii Glover/046.jpg,labels/p58_train_046_4b7c1c1eb352.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_047_103879ed6953,train_images/58.Aphis gossypii Glover/047.jpg,labels/p58_train_047_103879ed6953.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_051_d728dea74b8d,train_images/58.Aphis gossypii Glover/051.jpg,labels/p58_train_051_d728dea74b8d.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_063_2562350ab106,train_images/58.Aphis gossypii Glover/063.jpg,labels/p58_train_063_2562350ab106.txt,0,0,0,0,,,no_target_box
P0,p58_train_070_7326c12dbe59,train_images/58.Aphis gossypii Glover/070.jpg,labels/p58_train_070_7326c12dbe59.txt,0,0,0,2,,,no_target_box|other_class_prediction
P0,p58_train_077_2ca579cccd9d,train_images/58.Aphis gossypii Glover/077.jpg,labels/p58_train_077_2ca579cccd9d.txt,0,0,0,7,,,no_target_box|other_class_prediction
P0,p58_train_078_bb0fe68766d1,train_images/58.Aphis gossypii Glover/078.jpg,labels/p58_train_078_bb0fe68766d1.txt,0,0,0,0,,,no_target_box
P0,p58_train_080_d6aa6d2cf278,train_images/58.Aphis gossypii Glover/080.jpg,labels/p58_train_080_d6aa6d2cf278.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_081_0ce1597a0e12,train_images/58.Aphis gossypii Glover/081.jpg,labels/p58_train_081_0ce1597a0e12.txt,0,0,0,0,,,no_target_box
P0,p58_train_082_bfd36ff82e34,train_images/58.Aphis gossypii Glover/082.jpg,labels/p58_train_082_bfd36ff82e34.txt,0,0,0,0,,,no_target_box
P0,p58_train_083_a20bdfd8283c,train_images/58.Aphis gossypii Glover/083.jpg,labels/p58_train_083_a20bdfd8283c.txt,0,0,0,0,,,no_target_box
P0,p58_train_084_fef40e0c346a,train_images/58.Aphis gossypii Glover/084.jpg,labels/p58_train_084_fef40e0c346a.txt,0,0,0,0,,,no_target_box
P0,p58_train_085_0312d02c442f,train_images/58.Aphis gossypii Glover/085.jpg,labels/p58_train_085_0312d02c442f.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_087_440194b3442d,train_images/58.Aphis gossypii Glover/087.jpg,labels/p58_train_087_440194b3442d.txt,0,0,0,0,,,no_target_box
P0,p58_train_088_da7d24b26987,train_images/58.Aphis gossypii Glover/088.jpg,labels/p58_train_088_da7d24b26987.txt,0,0,0,0,,,no_target_box
P0,p58_train_089_d88892284843,train_images/58.Aphis gossypii Glover/089.jpg,labels/p58_train_089_d88892284843.txt,0,0,0,2,,,no_target_box|other_class_prediction
P0,p58_train_091_8ae27b8e53ee,train_images/58.Aphis gossypii Glover/091.jpg,labels/p58_train_091_8ae27b8e53ee.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_092_c134ea805b90,train_images/58.Aphis gossypii Glover/092.jpg,labels/p58_train_092_c134ea805b90.txt,0,0,0,2,,,no_target_box|other_class_prediction
P0,p58_train_093_54ae146011a1,train_images/58.Aphis gossypii Glover/093.jpg,labels/p58_train_093_54ae146011a1.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_094_a941a353f69d,train_images/58.Aphis gossypii Glover/094.jpg,labels/p58_train_094_a941a353f69d.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_095_37e6052c6c4f,train_images/58.Aphis gossypii Glover/095.jpg,labels/p58_train_095_37e6052c6c4f.txt,0,0,0,0,,,no_target_box
P0,p58_train_097_844be5f9a28f,train_images/58.Aphis gossypii Glover/097.jpg,labels/p58_train_097_844be5f9a28f.txt,0,0,0,2,,,no_target_box|other_class_prediction
P0,p58_train_098_96ef1c12362f,train_images/58.Aphis gossypii Glover/098.jpg,labels/p58_train_098_96ef1c12362f.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_100_e373795ecdec,train_images/58.Aphis gossypii Glover/100.jpg,labels/p58_train_100_e373795ecdec.txt,0,0,0,0,,,no_target_box
P0,p58_train_101_a709857815d5,train_images/58.Aphis gossypii Glover/101.jpg,labels/p58_train_101_a709857815d5.txt,0,0,0,0,,,no_target_box
P0,p58_train_107_305a6da1deed,train_images/58.Aphis gossypii Glover/107.jpg,labels/p58_train_107_305a6da1deed.txt,0,0,0,0,,,no_target_box
P0,p58_train_111_86a36b6e558c,train_images/58.Aphis gossypii Glover/111.jpg,labels/p58_train_111_86a36b6e558c.txt,0,0,0,0,,,no_target_box
P0,p58_train_115_bd76d590c353,train_images/58.Aphis gossypii Glover/115.jpg,labels/p58_train_115_bd76d590c353.txt,0,0,0,0,,,no_target_box
P0,p58_train_117_48bde4025e81,train_images/58.Aphis gossypii Glover/117.jpg,labels/p58_train_117_48bde4025e81.txt,0,0,0,0,,,no_target_box
P0,p58_train_126_b6d7bdf2c002,train_images/58.Aphis gossypii Glover/126.jpg,labels/p58_train_126_b6d7bdf2c002.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_train_133_ec6b9dd44e0e,train_images/58.Aphis gossypii Glover/133.jpg,labels/p58_train_133_ec6b9dd44e0e.txt,0,0,0,0,,,no_target_box
P0,p57_val_001_2028426a9047,val_images/57.Myzus persicae Sulzer/001.jpg,labels/p57_val_001_2028426a9047.txt,0,0,0,0,,,no_target_box
P0,p57_val_006_e82073dddfe9,val_images/57.Myzus persicae Sulzer/006.jpg,labels/p57_val_006_e82073dddfe9.txt,0,0,0,0,,,no_target_box
P0,p57_val_020_c8c01080d9f5,val_images/57.Myzus persicae Sulzer/020.jpg,labels/p57_val_020_c8c01080d9f5.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p57_val_021_cc3bf3c6044c,val_images/57.Myzus persicae Sulzer/021.jpg,labels/p57_val_021_cc3bf3c6044c.txt,0,0,0,2,,,no_target_box|other_class_prediction
P0,p57_val_030_33d9c6f0b17f,val_images/57.Myzus persicae Sulzer/030.jpg,labels/p57_val_030_33d9c6f0b17f.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_val_001_02d3189eadef,val_images/58.Aphis gossypii Glover/001.jpg,labels/p58_val_001_02d3189eadef.txt,0,0,0,0,,,no_target_box
P0,p58_val_003_2f8a7ffb08ba,val_images/58.Aphis gossypii Glover/003.jpg,labels/p58_val_003_2f8a7ffb08ba.txt,0,0,0,0,,,no_target_box
P0,p58_val_015_01fead5ce61e,val_images/58.Aphis gossypii Glover/015.jpg,labels/p58_val_015_01fead5ce61e.txt,0,0,0,0,,,no_target_box
P0,p58_val_016_ab84f790369d,val_images/58.Aphis gossypii Glover/016.jpg,labels/p58_val_016_ab84f790369d.txt,0,0,0,1,,,no_target_box|other_class_prediction
P0,p58_val_017_3e1e68e1180a,val_images/58.Aphis gossypii Glover/017.jpg,labels/p58_val_017_3e1e68e1180a.txt,0,0,0,0,,,no_target_box
P1,p57_test_000_87845e21fdfb,test_images/57.Myzus persicae Sulzer/000.jpg,labels/p57_test_000_87845e21fdfb.txt,1,0,1,0,0.668582,0.668582,remapped_class_box
P1,p57_test_008_60c5008390fc,test_images/57.Myzus persicae Sulzer/008.jpg,labels/p57_test_008_60c5008390fc.txt,3,1,2,0,0.110314,0.659758,low_confidence_box|remapped_class_box|overlapping_boxes
P1,p57_test_010_357ee35f6d2d,test_images/57.Myzus persicae Sulzer/010.jpg,labels/p57_test_010_357ee35f6d2d.txt,3,2,1,0,0.139217,0.756436,low_confidence_box|remapped_class_box|overlapping_boxes
P1,p57_test_011_9a981329f78f,test_images/57.Myzus persicae Sulzer/011.jpg,labels/p57_test_011_9a981329f78f.txt,2,2,0,0,0.116486,0.200722,low_confidence_box|overlapping_boxes
P1,p57_test_013_63e1fe533377,test_images/57.Myzus persicae Sulzer/013.jpg,labels/p57_test_013_63e1fe533377.txt,5,5,0,0,0.101738,0.822667,low_confidence_box|overlapping_boxes
P1,p57_test_014_5e18fca56607,test_images/57.Myzus persicae Sulzer/014.jpg,labels/p57_test_014_5e18fca56607.txt,1,1,0,0,0.103198,0.103198,low_confidence_box
P1,p57_test_015_2bde865e01fe,test_images/57.Myzus persicae Sulzer/015.jpg,labels/p57_test_015_2bde865e01fe.txt,1,1,0,1,0.627652,0.627652,other_class_prediction
P1,p57_test_017_0fabe4eceef6,test_images/57.Myzus persicae Sulzer/017.jpg,labels/p57_test_017_0fabe4eceef6.txt,5,5,0,0,0.118439,0.799687,low_confidence_box|overlapping_boxes
P1,p57_test_018_99df413336d4,test_images/57.Myzus persicae Sulzer/018.jpg,labels/p57_test_018_99df413336d4.txt,2,2,0,0,0.140244,0.507273,low_confidence_box
P1,p57_test_019_476eb8a558a2,test_images/57.Myzus persicae Sulzer/019.jpg,labels/p57_test_019_476eb8a558a2.txt,9,9,0,0,0.179748,0.859157,low_confidence_box
P1,p57_test_020_a02179d84675,test_images/57.Myzus persicae Sulzer/020.jpg,labels/p57_test_020_a02179d84675.txt,7,7,0,0,0.114155,0.698949,low_confidence_box
P1,p57_test_022_fe55aa05897e,test_images/57.Myzus persicae Sulzer/022.jpg,labels/p57_test_022_fe55aa05897e.txt,9,9,0,0,0.103688,0.922219,low_confidence_box|overlapping_boxes
P1,p57_test_023_e14cae295b7c,test_images/57.Myzus persicae Sulzer/023.jpg,labels/p57_test_023_e14cae295b7c.txt,1,1,0,0,0.513773,0.513773,oversized_box
P1,p57_test_029_be60087e07d6,test_images/57.Myzus persicae Sulzer/029.jpg,labels/p57_test_029_be60087e07d6.txt,2,2,0,0,0.113556,0.438956,low_confidence_box|oversized_box|overlapping_boxes
P1,p57_test_030_1368672141fa,test_images/57.Myzus persicae Sulzer/030.jpg,labels/p57_test_030_1368672141fa.txt,1,1,0,0,0.886678,0.886678,oversized_box
P1,p57_test_031_ef554fb51735,test_images/57.Myzus persicae Sulzer/031.jpg,labels/p57_test_031_ef554fb51735.txt,3,3,0,0,0.106718,0.61386,low_confidence_box
P1,p58_test_003_c89594976520,test_images/58.Aphis gossypii Glover/003.jpg,labels/p58_test_003_c89594976520.txt,1,0,1,0,0.567766,0.567766,remapped_class_box|oversized_box
P1,p58_test_005_3a164e4cb78c,test_images/58.Aphis gossypii Glover/005.jpg,labels/p58_test_005_3a164e4cb78c.txt,1,0,1,0,0.103557,0.103557,low_confidence_box|remapped_class_box|oversized_box
P1,p58_test_006_84dd42465021,test_images/58.Aphis gossypii Glover/006.jpg,labels/p58_test_006_84dd42465021.txt,1,0,1,1,0.235788,0.235788,other_class_prediction|low_confidence_box|remapped_class_box|oversized_box
P1,p58_test_008_0e410c592a87,test_images/58.Aphis gossypii Glover/008.jpg,labels/p58_test_008_0e410c592a87.txt,1,0,1,1,0.165882,0.165882,other_class_prediction|low_confidence_box|remapped_class_box|oversized_box
P1,p58_test_013_ad055c0b6b30,test_images/58.Aphis gossypii Glover/013.jpg,labels/p58_test_013_ad055c0b6b30.txt,2,2,0,2,0.149718,0.304393,other_class_prediction|low_confidence_box
P1,p57_train_007_2b5031434dab,train_images/57.Myzus persicae Sulzer/007.jpg,labels/p57_train_007_2b5031434dab.txt,1,0,1,4,0.191809,0.191809,other_class_prediction|low_confidence_box|remapped_class_box
P1,p57_train_008_eb01b74fded8,train_images/57.Myzus persicae Sulzer/008.jpg,labels/p57_train_008_eb01b74fded8.txt,1,1,0,3,0.157143,0.157143,other_class_prediction|low_confidence_box
P1,p57_train_010_77fdb3b3a522,train_images/57.Myzus persicae Sulzer/010.jpg,labels/p57_train_010_77fdb3b3a522.txt,11,11,0,0,0.163737,0.938793,low_confidence_box|overlapping_boxes
P1,p57_train_012_f34e0b5c3029,train_images/57.Myzus persicae Sulzer/012.jpg,labels/p57_train_012_f34e0b5c3029.txt,1,0,1,0,0.17587,0.17587,low_confidence_box|remapped_class_box
P1,p57_train_022_e20854e98803,train_images/57.Myzus persicae Sulzer/022.jpg,labels/p57_train_022_e20854e98803.txt,12,12,0,0,0.108324,0.873808,low_confidence_box|overlapping_boxes
P1,p57_train_023_4fe056149633,train_images/57.Myzus persicae Sulzer/023.jpg,labels/p57_train_023_4fe056149633.txt,4,3,1,0,0.138656,0.842634,low_confidence_box|remapped_class_box|overlapping_boxes
P1,p57_train_024_568eb86bac2d,train_images/57.Myzus persicae Sulzer/024.jpg,labels/p57_train_024_568eb86bac2d.txt,6,6,0,0,0.103345,0.819855,low_confidence_box|overlapping_boxes
P1,p57_train_025_5b49a9cfb0b0,train_images/57.Myzus persicae Sulzer/025.jpg,labels/p57_train_025_5b49a9cfb0b0.txt,6,6,0,0,0.147835,0.746282,low_confidence_box|overlapping_boxes
P1,p57_train_026_9f094847bbf6,train_images/57.Myzus persicae Sulzer/026.jpg,labels/p57_train_026_9f094847bbf6.txt,3,3,0,0,0.181828,0.449741,low_confidence_box|overlapping_boxes
P1,p57_train_027_170f971dce62,train_images/57.Myzus persicae Sulzer/027.jpg,labels/p57_train_027_170f971dce62.txt,4,2,2,0,0.108505,0.583183,low_confidence_box|remapped_class_box|overlapping_boxes
P1,p57_train_029_db146d401826,train_images/57.Myzus persicae Sulzer/029.jpg,labels/p57_train_029_db146d401826.txt,2,2,0,0,0.15993,0.265048,low_confidence_box|overlapping_boxes
P1,p57_train_032_8980c3fe0075,train_images/57.Myzus persicae Sulzer/032.jpg,labels/p57_train_032_8980c3fe0075.txt,3,2,1,0,0.115436,0.726821,low_confidence_box|remapped_class_box|overlapping_boxes
P1,p57_train_034_d4439e1402ed,train_images/57.Myzus persicae Sulzer/034.jpg,labels/p57_train_034_d4439e1402ed.txt,10,10,0,0,0.13427,0.93714,low_confidence_box|overlapping_boxes
