class_id`tcanonical_class`tseverity`tsearch_scope`tsearch_outcome`tpackaging_decision`tselected_asset`timage_type`tlicense_reuse_status`tretrieval_date`tseverity_assignment_basis
3	马铃薯早疫病	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/3-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	同心轮纹病斑多发或相互融合，黄晕与枯斑扩大，但仍保留连续健康组织
3	马铃薯早疫病	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/3-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	融合枯斑占据评估单位大部，叶片或茎段明显干枯，或块茎表面出现明显凹陷干腐
4	玉米锈病	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/4-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶片或叶鞘仅有少量分散铁锈色或橙黄疱斑，粉状孢子覆盖局限
4	玉米锈病	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/4-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	疱斑在同一单位内明显增多并成片，伴可见黄化或局部坏死
4	玉米锈病	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/4-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	疱斑密集或连成大片，叶片持续黄化、坏死或干枯，功能组织明显减少
5	番茄细菌性斑点病	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/5-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶、叶柄、茎或果实仅见少量深褐至黑色小斑，黄绿晕圈局限，组织主体完整
5	番茄细菌性斑点病	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/5-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	小斑在同一单位内多处出现或相互靠近，叶缘开始坏死，果面斑点增多但仍有完整组织
5	番茄细菌性斑点病	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/5-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	斑点密集融合并形成连续叶缘坏死或大片干枯，或果实表浅斑广泛影响外观完整性
6	番茄晚疫病	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/6-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶、茎或果实仅见局部暗绿水渍状不规则斑，白霉或油渍特征局限
6	番茄晚疫病	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/6-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	水渍状斑扩大并相互接近，出现白霉、褐化或叶片局部干枯，仍有连续健康组织
6	番茄晚疫病	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/6-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	病斑连成大片，叶片或茎明显褐化软化，或果实油渍大斑破坏主体
7	马铃薯晚疫病	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/7-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶、茎或块茎表面仅见少量水渍状不规则斑，叶背白霉或褐黑坏死局限
7	马铃薯晚疫病	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/7-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	水渍斑和白霉、褐黑坏死在同一单位内扩大或连接，茎开始褐变但仍有完整组织
7	马铃薯晚疫病	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/7-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶片大部坏死干枯、茎段明显褐变，或块茎出现广泛褐变凹陷，单位完整性显著下降
8	芫菁	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/8-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	同一叶片或冠层仅见少量叶缘缺刻或小孔洞，取食组织缺失局限，叶片主体完整
8	芫菁	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/8-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	缺刻、孔洞或撕裂明显增多并扩大，局部叶组织连续缺失，仍有完整叶面
8	芫菁	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/8-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶片大面积被取食、骨架化或撕裂，连续组织缺失使冠层或评估单位明显失去功能
9	蚜虫	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/9-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	嫩梢或叶片局部可见少量蚜虫或聚集点，卷曲、黄化或蜜露范围很小，组织主体完整
9	蚜虫	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/9-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	蚜虫聚集与蜜露、煤污在同一单位内扩大，嫩梢卷曲或畸形、叶片黄化较清楚
9	蚜虫	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/9-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	嫩梢持续畸形，叶片大范围卷曲黄化并伴明显蜜露煤污，单位功能受损明显
10	盲蝽科	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/10-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	嫩叶、芽或果实仅见少量针刺样斑，局部皱缩或畸形轻微，主体完整
10	盲蝽科	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/10-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	针刺样斑多处出现，嫩叶、芽皱缩畸形或果面浅斑明显，但仍有完整组织
10	盲蝽科	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/10-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	芽、嫩梢或果实广泛畸形，针刺斑密集并伴连续组织损伤，评估单位功能明显下降
11	蝼蛄	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/11-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	幼苗茎基或根际仅见局部新鲜咬痕、浅隧道，幼苗仍直立且可见组织连续
11	蝼蛄	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/11-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	茎基咬痕加深或根部受损，近旁隧道清楚，幼苗出现萎蔫或倾斜但未完全失活
11	蝼蛄	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/11-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	茎基被明显咬断、根部广泛受损或幼苗倒伏、枯死，当前单位失去主要功能
12	叶蝉科	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/12-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶片或嫩梢仅见少量点状失绿或轻微卷曲，可见虫体或取食位置局限
12	叶蝉科	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/12-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	点状失绿、叶脉黄化或卷曲在同一单位内增多，叶缘焦枯样区域出现
12	叶蝉科	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/12-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	失绿黄化和卷曲、焦枯连续扩大，嫩梢或叶片功能明显下降
13	蝗总科	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/13-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶片或冠层仅见少量叶缘缺刻或小孔洞，咀嚼组织缺失局限
13	蝗总科	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/13-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	缺刻和孔洞增多并扩大，叶片局部骨架化或组织缺失，但仍保留完整叶面
13	蝗总科	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/13-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶片大面积骨架化或组织缺失，连续取食使冠层或评估单位明显失去功能
14	蛴螬	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/14-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	植株及可见根系、茎基仅见少量咬痕或局部缺失，植株仍直立
14	蛴螬	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/14-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	根部咬痕和缺失范围扩大，出现可见萎蔫或倾倒倾向，但仍有部分根、茎基连续
14	蛴螬	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/14-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	根系或茎基广泛受损、缺失明显，植株持续萎蔫、倒伏或枯死
15	豆芫菁	mild	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/15-mild.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶片、花序或冠层仅见少量叶缘缺刻或小孔洞，取食范围局限
15	豆芫菁	moderate	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/15-moderate.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶缘缺刻、孔洞或花部取食在同一单位内增多，局部组织缺失但仍完整
15	豆芫菁	severe	slot-specific web search: Wikimedia Commons / official extension / academic / Plantwise	real candidates reviewed; none simultaneously met class-specific severity, clear redistribution permission, and clean single-slot product suitability	use generated fallback after real search; no unlicensed real asset copied	/severity-v2/15-severe.png	AI_ILLUSTRATION	not_applicable_internal_generated	2026-09-04	叶片或花序大范围被取食，连续组织或花部缺失使评估单位功能、完整性明显下降
